Question | Wrong Answer | Expected Answer | Option ID
What were my total sales in Binghamton Rolling 13 Weeks? | Total sales in store Binghamton Rolling 13 Weeks. | Total sales in Binghamton Rolling 13 Weeks. | 4
What were my total sales in Wilkes-Barre Rolling 13 Weeks? | Total sales in store Wilkes-Barre Rolling 13 Weeks. | Total sales in Wilkes-Barre Rolling 13 Weeks. | 4
What were my total sales in Shrewsbury Rolling 13 Weeks? | Total sales in store Shrewsbury Rolling 13 Weeks. | Total sales in Shrewsbury Rolling 13 Weeks. | 4
What were my total sales in Webster Rolling 13 Weeks? | Total sales in store Webster Rolling 13 Weeks. | Total sales in Webster Rolling 13 Weeks. | 4
What were my total sales in Chatham Rolling 13 Weeks? | Total sales in store Chatham Rolling 13 Weeks. | Total sales in Chatham Rolling 13 Weeks. | 4
What were my total sales in Oswego Rolling 13 Weeks? | Total sales in store Oswego Rolling 13 Weeks. | Total sales in Oswego Rolling 13 Weeks. | 4
What were my total sales in Eastern Parkway Last Complete Week? | Total sales in store Eastern Parkway Last Complete Week. | Total sales in Eastern Parkway Last Complete Week. | 4
What were my total sales in Brunswick Last Complete Week? | Total sales in store Brunswick Last Complete Week. | Total sales in Brunswick Last Complete Week. | 4
What were my total sales in Lincoln Last Complete Week? | Total sales in store Lincoln Last Week. | Total sales in Lincoln Last Complete Week. | 4
What were my total sales in Cooper St Last Complete Week? | Total sales in store Cooper St Last Week. | Total sales in Cooper St Last Complete Week. | 4
What were my total sales in Lee Last Complete Week? | Total sales in store Lee Last Complete Week. | Total sales in Lee Last Complete Week. | 4
What were my total sales in Clinton Housecalls Last Complete Week? | Total sales in store Clinton Housecalls Last Week. | Total sales in Clinton Housecalls Last Complete Week. | 4
What were my total sales in North Troy Last Complete Week? | Total sales in store North Troy Last Complete Week. | Total sales in North Troy Last Complete Week. | 4
What were my total sales in Johnstown Last Complete Week? | Total sales in store Johnstown Last Week. | Total sales in Johnstown Last Complete Week. | 4
What were my total sales in Price Chopper Pharmacy Last Complete Week? | Total sales in store Price Chopper Pharmacy Last Week. | Total sales in Price Chopper Pharmacy Last Complete Week. | 4
What were my total sales in Clifton Park Last Complete Week? | Total sales in store Clifton Park Last Week. | Total sales in Clifton Park Last Complete Week. | 4
What were my total sales in Madison Ave Last Complete Week? | Total sales in store Madison Ave Last Week. | Total sales in Madison Ave Last Complete Week. | 4
What were my total sales in West Carthage Last Complete Week? | Total sales in store West Carthage Last Complete Week. | Total sales in West Carthage Last Complete Week. | 4
What were my total sales in Genesee Street Last Complete Week? | Total sales in store Genesee Street Last Week. | Total sales in Genesee Street Last Complete Week. | 4
What were my total sales in Hamilton Square Last Complete Week? | Total sales in store Hamilton Square Last Week. | Total sales in Hamilton Square Last Complete Week. | 4
What were my total sales in Potsdam Last Complete Week? | Total sales in store Potsdam Last Complete Week. | Total sales in Potsdam Last Complete Week. | 4
What were my total sales in Ogdensburg Last Complete Week? | Total sales in store Ogdensburg Last Complete Week. | Total sales in Ogdensburg Last Complete Week. | 4
What were my total sales in Massena Last Complete Week? | Total sales in store Massena Last Complete Week. | Total sales in Massena Last Complete Week. | 4
What were my total sales in Cohoes Last Complete Week? | Total sales in store Cohoes Last Complete Week. | Total sales in Cohoes Last Complete Week. | 4
What were my total sales in Gouverneur Last Complete Week? | Total sales in store Gouverneur Last Complete Week. | Total sales in Gouverneur Last Complete Week. | 4
What were my total sales in Glenville Last Complete Week? | Total sales in store Glenville Last Week. | Total sales in Glenville Last Complete Week. | 4
What were my total sales in Wilton Last Complete Week? | Total sales in store Wilton Last Complete Week. | Total sales in Wilton Last Complete Week. | 4
What were my total sales in Glen Street Last Complete Week? | Total sales in store Glen Street Last Week. | Total sales in Glen Street Last Complete Week. | 4
What were my total sales in Catskill Last Complete Week? | Total sales in store Catskill Last Complete Week. | Total sales in Catskill Last Complete Week. | 4
What were my total sales in North Utica Last Complete Week? | Total sales in store North Utica Last Week. | Total sales in North Utica Last Complete Week. | 4
What were my total sales in Delaware Ave Last Complete Week? | Total sales in store Delaware Ave Last Complete Week. | Total sales in Delaware Ave Last Complete Week. | 4
What were my total sales in Canton Last Complete Week? | Total sales in store Canton Last Week. | Total sales in Canton Last Complete Week. | 4
What were my total sales in Menands Last Complete Week? | Total sales in store Menands Last Week. | Total sales in Menands Last Complete Week. | 4
What were my total sales in Mechanicville Last Complete Week? | Total sales in store Mechanicville Last Complete Week. | Total sales in Mechanicville Last Complete Week. | 4
What were my total sales in Watertown Last Complete Week? | Total sales in store Watertown Last Complete Week. | Total sales in Watertown Last Complete Week. | 4
What were my total sales in East Greenbush Last Complete Week? | Total sales in store East Greenbush Last Week. | Total sales in East Greenbush Last Complete Week. | 4
What were my total sales in Clifton Shoppers World Last Complete Week? | Total sales in store Clifton Shoppers World Last Week. | Total sales in Clifton Shoppers World Last Complete Week. | 4
What were my total sales in Middletown Last Complete Week? | Total sales in store Middletown Last Complete Week. | Total sales in Middletown Last Complete Week. | 4
What were my total sales in Cobleskill Last Complete Week? | Total sales in store Cobleskill Last Complete Week. | Total sales in Cobleskill Last Complete Week. | 4
What were my total sales in West Rutland Last Complete Week? | Total sales in store West Rutland Last Complete Week. | Total sales in West Rutland Last Complete Week. | 4
What were my total sales in Barre Last Complete Week? | Total sales in store Barre Last Complete Week. | Total sales in Barre Last Complete Week. | 4
What were my total sales in Manchester, VT Last Complete Week? | Total sales in store Manchester, VT Last Week. | Total sales in Manchester, VT Last Complete Week. | 4
What were my total sales in St. Albans Last Complete Week? | Total sales in store St. Albans Last Complete Week. | Total sales in St. Albans Last Complete Week. | 4
What were my total sales in Poughkeepsie Last Complete Week? | Total sales in store Poughkeepsie Last Week. | Total sales in Poughkeepsie Last Complete Week. | 4
What were my total sales in Endicott Last Complete Week? | Total sales in store Endicott Last Complete Week. | Total sales in Endicott Last Complete Week. | 4
What were my total sales in Rutland Plaza Last Complete Week? | Total sales in store Rutland Plaza Last Week. | Total sales in Rutland Plaza Last Complete Week. | 4
What were my total sales in Hudson Last Complete Week? | Total sales in store Hudson Last Complete Week. | Total sales in Hudson Last Complete Week. | 4
What were my total sales in Westgate Last Complete Week? | Total sales in store Westgate Last Complete Week. | Total sales in Westgate Last Complete Week. | 4
What were my total sales in Oneonta Last Complete Week? | Total sales in store Oneonta Last Complete Week. | Total sales in Oneonta Last Complete Week. | 4
What were my total sales in O'Neill Highway Last Complete Week? | Total sales in store O'Neill Highway Last Complete Week. | Total sales in O'Neill Highway Last Complete Week. | 4
What were my total sales in Brattleboro Last Complete Week? | Total sales in store Brattleboro Last Week. | Total sales in Brattleboro Last Complete Week. | 4
What were my total sales in Morrisville Last Complete Week? | Total sales in store Morrisville Last Complete Week. | Total sales in Morrisville Last Complete Week. | 4
What were my total sales in Market Bistro Last Complete Week? | Total sales in store Market Bistro Last Complete Week. | Total sales in Market Bistro Last Complete Week. | 4
What were my total sales in Amsterdam Last Complete Week? | Total sales in store Amsterdam Last Complete Week. | Total sales in Amsterdam Last Complete Week. | 4
What were my total sales in Pittsfield Last Complete Week? | Total sales in store Pittsfield Last Week. | Total sales in Pittsfield Last Complete Week. | 4
What were my total sales in St. Johnsbury Last Complete Week? | Total sales in store St. Johnsbury Last Complete Week. | Total sales in St. Johnsbury Last Complete Week. | 4
What were my total sales in Vails Gate Last Complete Week? | Total sales in store Vails Gate Last Complete Week. | Total sales in Vails Gate Last Complete Week. | 4
What were my total sales in Park Avenue Last Complete Week? | Total sales in store Park Avenue Last Week. | Total sales in Park Avenue Last Complete Week. | 4
What were my total sales in Spencer Last Complete Week? | Total sales in store Spencer Last Complete Week. | Total sales in Spencer Last Complete Week. | 4
What were my total sales in Sunderland Road Last Complete Week? | Total sales in store Sunderland Road Last Complete Week. | Total sales in Sunderland Road Last Complete Week. | 4
What were my total sales in Gt. Barrington Last Complete Week? | Total sales in store Gt. Barrington Last Complete Week. | Total sales in Gt. Barrington Last Complete Week. | 4
What were my total sales in Torrington Last Complete Week? | Total sales in store Torrington Last Week. | Total sales in Torrington Last Complete Week. | 4
What were my total sales in Granville Last Complete Week? | Total sales in store Granville Last Week. | Total sales in Granville Last Complete Week. | 4
What were my total sales in Route 50 Last Complete Week? | Total sales in store Route 50 Last Complete Week. | Total sales in Route 50 Last Complete Week. | 4
What were my total sales in Bethlehem Last Complete Week? | Total sales in store Bethlehem Last Complete Week. | Total sales in Bethlehem Last Complete Week. | 4
What were my total sales in Worcester Fair Last Complete Week? | Total sales in store Worcester Fair Last Complete Week. | Total sales in Worcester Fair Last Complete Week. | 4
What were my total sales in Norwich Last Complete Week? | Total sales in store Norwich Last Complete Week. | Total sales in Norwich Last Complete Week. | 4
What were my total sales in Marlborough Last Complete Week? | Total sales in store Marlborough Last Week. | Total sales in Marlborough Last Complete Week. | 4
What were my total sales in Palatine Bridge Last Complete Week? | Total sales in store Palatine Bridge Last Complete Week. | Total sales in Palatine Bridge Last Complete Week. | 4
What were my total sales in Shelburne Road Last Complete Week? | Total sales in store Shelburne Road Last Week. | Total sales in Shelburne Road Last Complete Week. | 4
What were my total sales in Malone Last Complete Week? | Total sales in store Malone Last Complete Week. | Total sales in Malone Last Complete Week. | 4
What were my total sales in West Lebanon Last Complete Week? | Total sales in store West Lebanon Last Complete Week. | Total sales in West Lebanon Last Complete Week. | 4
What were my total sales in Plattsburgh Last Complete Week? | Total sales in store Plattsburgh Last Week. | Total sales in Plattsburgh Last Complete Week. | 4
What were my total sales in Taylor Last Complete Week? | Total sales in store Taylor Last Complete Week. | Total sales in Taylor Last Complete Week. | 4
What were my total sales in Lake George Last Complete Week? | Total sales in store Lake George Last Complete Week. | Total sales in Lake George Last Complete Week. | 4
What were my total sales in Bennington Last Complete Week? | Total sales in store Bennington Last Week. | Total sales in Bennington Last Complete Week. | 4
What were my total sales in Erie Blvd. Last Complete Week? | Total sales in store Erie Blvd. Last Complete Week. | Total sales in Erie Blvd. Last Complete Week. | 4
What were my total sales in Wyoming Last Complete Week? | Total sales in store Wyoming Last Complete Week. | Total sales in Wyoming Last Complete Week. | 4
What were my total sales in Western Lights Last Complete Week? | Total sales in store Western Lights Last Week. | Total sales in Western Lights Last Complete Week. | 4
What were my total sales in Altamont Avenue Last Complete Week? | Total sales in store Altamont Avenue Last Week. | Total sales in Altamont Avenue Last Complete Week. | 4
What were my total sales in Windsor  VT Last Complete Week? | Total sales in store Windsor  VT Last Week. | Total sales in Windsor  VT Last Complete Week. | 4
What were my total sales in Cortland Last Complete Week? | Total sales in store Cortland Last Complete Week. | Total sales in Cortland Last Complete Week. | 4
What were my total sales in Main and Cambridge Last Complete Week? | Total sales in store Main and Cambridge Last Complete Week. | Total sales in Main and Cambridge Last Complete Week. | 4
What were my total sales in Lake Placid Last Complete Week? | Total sales in store Lake Placid Last Complete Week. | Total sales in Lake Placid Last Complete Week. | 4
What were my total sales in Hudson Valley Plaza Last Complete Week? | Total sales in store Hudson Valley Plaza Last Complete Week. | Total sales in Hudson Valley Plaza Last Complete Week. | 4
What were my total sales in Clay Last Complete Week? | Total sales in store Clay Last Complete Week. | Total sales in Clay Last Complete Week. | 4
What were my total sales in Guilderland Last Complete Week? | Total sales in store Guilderland Last Complete Week. | Total sales in Guilderland Last Complete Week. | 4
What were my total sales in Malta Last Complete Week? | Total sales in store Malta Last Complete Week. | Total sales in Malta Last Complete Week. | 4
What were my total sales in Montrose Last Complete Week? | Total sales in store Montrose Last Week. | Total sales in Montrose Last Complete Week. | 4
What were my total sales in Shaker Road Last Complete Week? | Total sales in store Shaker Road Last Complete Week. | Total sales in Shaker Road Last Complete Week. | 4
What were my total sales in Putnam Last Complete Week? | Total sales in store Putnam Last Complete Week. | Total sales in Putnam Last Complete Week. | 4
What were my total sales in Edwardsville Last Complete Week? | Total sales in store Edwardsville Last Week. | Total sales in Edwardsville Last Complete Week. | 4
What were my total sales in Niskayuna Last Complete Week? | Total sales in store Niskayuna Last Complete Week. | Total sales in Niskayuna Last Complete Week. | 4
What were my total sales in Essex Center Last Complete Week? | Total sales in store Essex Center Last Week. | Total sales in Essex Center Last Complete Week. | 4
What were my total sales in Saugerties Last Complete Week? | Total sales in store Saugerties Last Complete Week. | Total sales in Saugerties Last Complete Week. | 4
